Date,State,Fire Name,Latitude,Longitude,Fire Cause
08/31/13,Washington,Ruby Arm,48.73008,-121.02246,Human/Campfire /Cooking/warming 
08/31/13,Utah,Falcon,39.3144,-111.8275,
08/31/13,Oregon,I5 MP 47  4,42.4125,-123.1517,Human/Equipment /Exhaust 
08/31/13,Colorado,Pig Pen,40.6444,-108.45828,
08/31/13,Oregon,FFD130831032653,44.0567,-123.1783,Human/Miscellaneous /Other/ unknown 
08/31/13,Montana,Lodgepole,47.2525,-107.8067,
08/31/13,Montana,Rich North,47.2528,-107.8078,
08/31/13,Wyoming,Trout Creek,41.2225,-109.24568,
08/31/13,Utah,Free Range,38.2153,-113.6164,
08/31/13,South Dakota,Bongo,44.0661,-99.4772,Human/Juveniles /Ignition Devices 
08/31/13,Oregon,Bald Mt Abandoned CF,45.2278,-123.5383,Human/Campfire /Other/ unknown 
08/31/13,Idaho,Hadley Canyon,42.655,-111.9811,
08/31/13,Utah,River,37.6433,-112.9592,
08/31/13,Arizona,Wild Cow,35.065,-113.8883,
08/31/13,Colorado,HIDDEN,40.1119,-108.1258,
08/31/13,Nevada,DESERT,36.5383,-115.8906,
08/31/13,South Dakota,Ball,43.022,-102.43569,Human/Juveniles /Ignition Devices 
08/31/13,California,Vegatation Fire,39.7967,-123.2667,Human/Miscellaneous /Other/ known 
08/31/13,Arizona,Red Valley 1,36.48699,-109.0908,Natural /Lightning 
08/31/13,South Dakota,Pow Wow,43.30239,-100.62636,Human/Fire Use /Field Burning 
09/01/13,California,Red Rock #1,41.1047,-123.6906,Human/Incendiary /Recurrent 
09/01/13,Washington,Cottonwood Camp,48.45119,-120.9699,Human/Campfire /Cooking/warming 
09/01/13,California,Fillmore Fire,33.545089,-116.1259,Human/Incendiary /Trash Burning 
09/01/13,South Dakota,Barney,45.1791,-101.4777,Human/Incendiary /Other/ unknown 
09/01/13,Nevada,KANE CREEK,41.3506,-114.3583,
09/01/13,North Dakota,MORIN,47.98,-98.8853,Human/Incendiary /Recurrent 
09/01/13,Oregon,756,43.5697,-119.8997,Human/Equipment /Vehicle 
09/01/13,Arizona,Rt. 4 MP3,35.8742,-110.5231,Natural /Lightning 
09/01/13,Montana,TEAR DROP,45.3591,-108.5646,Human/Miscellaneous /Other/ unknown 
09/01/13,Washington,Moses Mountain,48.41006,-119.08269,Natural /Lightning 
09/01/13,California,Honey Bunch#4,41.0242,-123.6486,Human/Incendiary /Recurrent 
09/01/13,Montana,Frenchmen Fire,48.2981,-108.5431,Human/Equipment /Other/ unknown 
09/01/13,Utah,Round Mountain View,38.60661,-109.37217,
09/01/13,Montana,BIA 1 MARTINEZ,48.0783,-105.69,Natural /Other/ unknown 
09/01/13,Montana,LOZEAU FORD,47.5006,-114.1644,Human/Equipment /Other/ known 
09/01/13,South Dakota,Brown II,43.23483,-102.47261,Human/Juveniles /Ignition Devices 
09/01/13,Montana,Sheep Mountain Rd,46.4907,-112.0372,Human/Campfire /Other/ unknown 
09/01/13,South Dakota,Q Horse,45.79672,-100.81572,Human/Miscellaneous /Other/ unknown 
09/01/13,California,Doyle,37.8319,-122.5358,Human/Campfire /Cooking/warming 
09/01/13,California,El Toro,33.72792,-117.32558,Human/Miscellaneous /Other/ known 
09/01/13,South Dakota,No Morgan,45.1739,-101.2729,Human/Miscellaneous /Other/ unknown 
09/02/13,Washington,BIG HORN,46.898694,-120.503488,Human/Campfire /Cooking/warming 
09/02/13,California,Lost Horse,34.02817,-116.17937,Human/Campfire /Other/ unknown 
09/02/13,Montana,North Hills Access,46.754483,-111.96215,Human/Campfire /Other/ unknown 
09/02/13,Washington,Stockyard,46.38251,-120.72647,Human/Miscellaneous /Other/ unknown 
09/02/13,Nevada,BEAVER,41.4858,-115.4997,
09/02/13,Colorado,South Greenhorn,37.78245,-104.97883,
09/02/13,North Dakota,Tin,46.0892,-100.6775,Human/Miscellaneous /Other/ known 
09/02/13,South Dakota,Double H,43.01822,-102.55186,Human/Juveniles /Ignition Devices 
09/02/13,New Mexico,Delgadito 2,36.6811,-107.5664,
09/02/13,Utah,MM 130,40.3169,-109.6997,Human/Equipment /Vehicle 
09/02/13,California,Black,40.6878,-122.3653,Human/Miscellaneous /Other/ known 
09/02/13,California,Hair,35.50316,-117.66527,Human/Miscellaneous /Other/ unknown 
09/02/13,California,Lindell,33.71997,-117.35053,
09/02/13,Oregon,Cove Rd 271 PP279600,42.2381,-122.5619,Human/Equipment /Power Line 
09/02/13,Nevada,EMIGRANT,40.6786,-116.2997,
09/02/13,New Mexico,XH DRAW,32.4639,-104.3214,Human/Equipment /Vehicle 
09/02/13,Nevada,TWO CEDAR,40.6278,-115.755,
09/02/13,Colorado,Thomas,40.64197,-108.731,
09/02/13,Oregon,Best,45.5936,-118.7053,Human/Fire Use /Trash Burning 
09/02/13,Arizona,Lagoon,32.823808,-114.458311,
09/02/13,Oregon,Indian Cr Rd,42.5998,-122.7859,Human/Campfire /Cooking/warming 
09/02/13,North Dakota,JUMPS,47.9686,-98.9178,Human/Incendiary /Recurrent 
09/02/13,California,Mill cr. #7,41.1042,-123.7014,Human/Incendiary /Recurrent 
09/02/13,California,Bull Creek # 1,41.0694,-123.6822,Human/Incendiary /Recurrent 
09/03/13,South Dakota,Bully,43.033381,-102.555292,Human/Miscellaneous /Burning Building 
09/03/13,Nevada,CASTLE ROCK,36.398,-115.25,Natural
09/03/13,California,Campbell Fld. #2,41.0272,-123.6669,Human/Incendiary /Recurrent 
09/03/13,Washington,Thunder Basin,48.5058,-120.9699,Human/Campfire /Cooking/warming 
09/03/13,Colorado,HAYSEED,39.8261,-108.8817,
09/03/13,Arizona,Rincon,32.108,-110.524,Natural /Lightning 
09/03/13,Nevada,Highland,37.9225,-114.5792,
09/03/13,California,Quartz 2  SHU,40.6142,-122.4139,Human/Equipment /Vehicle 
09/03/13,Oregon,Drewsey Table,43.8175,-118.3683,
09/03/13,South Dakota,Hopper,43.03044,-102.55133,Human/Fire Use /Land Clearing 
09/03/13,Oregon,Dry Creek Rd 1900,42.39,-122.768,Human/Incendiary /Other/ known 
09/03/13,North Dakota,Black,46.4111,-100.5967,Human/Juveniles /Fireworks/ Adult 
09/03/13,Oregon,3247,43.9025,-118.6833,
09/03/13,California,Pat Jackson,41.0964,-123.7014,Human/Incendiary /Recurrent 
09/03/13,Oregon,3248,43.735,-118.5844,
09/03/13,North Dakota,Ghost,46.1006,-100.6297,Human/Miscellaneous /Other/ unknown 
09/03/13,Louisiana,CARLEY FIRE,30.06361111,-89.87527778,Natural
09/03/13,North Dakota,BALE KENT,48.8439,-99.6961,Human/Incendiary /Field Burning 
09/04/13,Washington,Annocott Creek,48.45469,-119.44164,Natural /Lightning 
09/04/13,Washington,Wannacut Creek II,48.44708,-119.4419,Natural /Lightning 
09/04/13,Oklahoma,HOAHWAH,34.5764,-98.7122,Human/Incendiary /Trash Burning 
09/04/13,Arizona,Levee,32.76119,-114.52764,Natural /Lightning 
09/04/13,Washington,Long Hairs,48.23147,-118.37067,Natural /Lightning 
09/04/13,Arizona,Lawarence,35.86,-110.6161,Human/Incendiary /Trash Burning 
09/04/13,Colorado,Taco,37.000594,-107.89829,Natural /Lightning 
09/04/13,Nevada,Water Canyon 13,40.3717,-117.65703,Human/Campfire /Cooking/warming 
09/04/13,California,IRON 3,40.6342,-122.4575,Human/Miscellaneous /Other/ known 
09/04/13,Texas,WF DIP-N-VATS,29.69861111,-94.06027778,Natural
09/04/13,Louisiana,LEONARD FIRE,29.85,-93.50888889,Natural
09/04/13,Louisiana,CHAINLINK FIRE,29.859553,-93.619308,Natural
09/04/13,Louisiana,GRIT FIRE,29.84805556,-93.55694444,Natural
09/04/13,Louisiana,GOOSE FIRE,29.86527778,-93.54805556,Natural
09/04/13,Oregon,River Heights Rd,42.6492,-122.7997,Human/Miscellaneous /Other/ known 
09/04/13,Washington,Cat,47.8922,-117.8708,Human/Incendiary /Other/ unknown 
09/04/13,Colorado,Sheep Ridge,37.128394,-107.45999,Natural /Lightning 
09/04/13,Arizona,STRIKE,36.5875,-113.7706,
09/04/13,Arizona,FLASH,36.5839,-113.7681,
09/04/13,Oregon,Old Trail Creek,42.645,-122.8089,Human/Miscellaneous /Other/ unknown 
09/04/13,North Dakota,REBURN,48.8439,-99.6955,Human/Incendiary /Other/ unknown 
09/04/13,Oregon,Natural Out 4,43.5611,-117.7497,
09/04/13,Nevada,NAT OUT 7,36.5425,-115.9664,
09/04/13,Wyoming,Middle,41.93722,-110.33903,
09/04/13,Idaho,CANYON,43.01747,-115.94136,
09/04/13,Oregon,Slate,43.7292,-119.2244,
09/04/13,Washington,Coyote,48.31581,-119.52114,Natural /Lightning 
09/04/13,Idaho,Clover Ranch,43.0297,-114.9128,
09/04/13,Utah,Manning,40.2976,-112.149497,
09/05/13,Washington,HWY 24,46.781425,-119.480523,Natural
09/05/13,Oregon,Redwood Hwy 28288,42.1358,-123.6647,Human/Miscellaneous /Other/ unknown 
09/05/13,Montana,COUNTY LINE,47.8133,-114.4733,Natural /Lightning 
09/05/13,Colorado,BIG DAY,40.1031,-108.3736,
09/05/13,Montana,GARDEN CREEK,47.6775,-114.7531,Natural /Lightning 
09/05/13,South Dakota,SF Trash Pile,43.14786,-100.9061,Human/Fire Use /Trash Burning 
09/05/13,Colorado,Bear Gulch,40.2817,-107.1183,
09/05/13,Oregon,GNAT,45.99972222,-118.0847222,Natural
09/05/13,Montana,Dry Creek,45.0439,-105.8236,
09/05/13,Montana,WELCOME SPRINGS,47.5653,-114.7022,Natural /Lightning 
09/05/13,Colorado,Cosgrave,39.2517,-108.465,
09/05/13,North Carolina,CORN COB FIRE,35.68277778,-76.59333333,Human/Accidental/Industrial
09/05/13,Colorado,Mattingly,40.47589,-108.0106,
09/05/13,Colorado,SMIZER,40.1711,-108.2989,
09/05/13,Colorado,COLOROW,40.1839,-108.3275,
09/05/13,Oregon,Neal Creek Rubish,44.68731,-122.65647,Human/Campfire /Other/ known 
09/05/13,South Dakota,Sweed,43.34233,-102.12239,Human/Fire Use /Trash Burning 
09/05/13,South Dakota,Flash,44.2033,-99.4497,Natural /Lightning 
09/05/13,Wyoming,Rendezvous,42.9489,-108.4889,Human/Incendiary /Other/ unknown 
09/05/13,Wyoming,#2 Left Hand Ditch,42.9617,-108.4744,Human/Fire Use /Field Burning 
09/05/13,California,FIELD,41.8916,-121.4914,Human/Accidental/Industrial
09/05/13,Washington,NORTH BOUNDARY,47.4668,-117.5864,Natural
09/05/13,Oregon,Lone Pine,43.7869,-119.1567,
09/05/13,Colorado,246,39.5164,-107.9233,
09/05/13,South Dakota,RAM # 66,43.38919,-101.16158,Human/Equipment /Vehicle 
09/05/13,Oklahoma,Russell,36.4083,-96.3883,Human/Fire Use /Trash Burning 
09/05/13,Oregon,Marmot,42.8344,-122.21485,Natural /Lightning 
09/05/13,Montana,Johnny Green,48.1075,-108.7114,Human/Equipment /Other/ unknown 
09/05/13,Oregon,Blackwell Rd 10890,42.4214,-123.0167,
09/05/13,Colorado,Elk Creek,39.8658,-106.6294,
09/05/13,Montana,Pink Church,48.4531,-108.6525,Human/Miscellaneous /Other/ unknown 
09/05/13,Washington,Copper Mountain,48.9494,-121.4989,Natural /Lightning 
09/05/13,Colorado,BIG CANYON,40.0411,-108.6494,
09/05/13,Oregon,3262,43.7081,-118.5378,
09/05/13,Colorado,WEST FORK 2,39.9997,-108.6569,
09/05/13,Colorado,Spring Creek 2,39.6133,-106.9033,
09/05/13,Idaho,GRAVEL,43.025,-115.96643,
09/05/13,Oregon,Island,44.95,-121.4125,Natural /Lightning 
09/05/13,California,COBBLESTONE,37.181693,-120.555843,Undetermined
09/05/13,Oregon,Brophy Rd 2403,42.5192,-122.7572,
09/05/13,Oregon,Burnt Creek,43.2564,-123.7932,
09/05/13,Oregon,Anthony Creek,43.8714,-122.8642,
09/05/13,Oregon,Wolford Canyon #2,44.7714,-121.3578,Natural /Lightning 
09/05/13,Oregon,Rainbow Ranch,42.5054,-122.675,
09/05/13,Washington,ISLAND,46.53833333,-119.2802778,Natural
09/05/13,Oregon,Lick Creek,42.4901,-122.6325,
09/05/13,South Dakota,Dead Horse,43.02178,-102.55219,Human/Juveniles /Ignition Devices 
09/05/13,Colorado,Young,38.710997,-107.611603,
09/05/13,Colorado,BAR,39.9392,-108.3925,
09/05/13,Oregon,150,44.96663,-121.61915,Natural /Lightning 
09/05/13,Utah,EAST SEEP,39.5289,-109.3347,
09/05/13,Colorado,Over the top,37.26,-108.2072,
09/05/13,Oregon,Lookout Tree,44.56847,-117.25442,
09/06/13,Oregon,Waldo,44.6167,-121.775,Natural /Lightning 
09/06/13,Washington,SADDLE NORTH,46.78760188,-119.5201654,Natural
09/06/13,Montana,WHITEMAN CRK,45.2291,-107.389,Natural /Lightning 
09/06/13,Washington,Rat Ranch,48.01731,-118.863,Natural /Lightning 
09/06/13,Wyoming,Garner Lake,44.445517,-105.34842,Human/Equipment /Power Line 
09/06/13,Washington,13 Mile Bridge,48.44003,-118.73819,Natural /Lightning 
09/06/13,Oregon,Maple Gulch 2,42.5937,-123.0362,
09/06/13,Montana,BOLT,45.7597,-107.349,Natural /Lightning 
09/06/13,Washington,GATORS,48.086491,-120.023483,
09/06/13,Oregon,Fort Butte/N.O.,44.8917,-121.6792,Natural /Lightning 
09/06/13,North Dakota,Workout,46.0331,-101.3328,Natural /Lightning 
09/06/13,Oregon,HINKLE CREEK,43.4212,-123.0656,
09/06/13,Washington,Keno,48.23642,-118.66456,Natural /Lightning 
09/06/13,North Dakota,DANKS,47.6958,-102.5697,Natural /Lightning 
09/06/13,South Dakota,Soldier Creek,43.31992,-100.88203,Human/Incendiary /Trash Burning 
09/06/13,California,Blue Fire,40.475609,-121.554878,Human/Campfire /Cooking/warming 
09/06/13,Montana,Buffalo,45.5567,-106.6294,Natural /Lightning 
09/06/13,Washington,30 Mile,48.26831,-118.68403,Natural /Lightning 
09/06/13,California,Mill Creek #8,41.0939,-123.6853,Human/Incendiary /Trash Burning 
09/06/13,Washington,Bear Creek II,48.33894,-118.75564,Natural /Lightning 
09/06/13,Colorado,Rocky,40.31458,-108.40261,
09/06/13,Montana,Wild Hog,45.5025,-106.7453,Natural /Lightning 
09/06/13,Oregon,Cheyenne Creek,44.44447,-123.4392,
09/06/13,Oregon,3263,43.85,-118.8572,
09/06/13,California,Red,33.170051,-116.542513,
09/06/13,California,Christmas,33.76022,-117.30319,Human/Miscellaneous /Other/ known 
09/06/13,Nevada,MOENKOPI,36.1344,-115.43,
09/06/13,Colorado,GARDENHIRE,39.8489,-108.1983,
09/06/13,Montana,Wet Cottonwood 2013,46.744,-112.8605,
09/06/13,Washington,Lower Coyote Creek,48.15617,-119.10469,Natural /Lightning 
09/06/13,Washington,Hudnut Canyon,48.16822,-119.07578,Natural /Lightning 
09/06/13,Oregon,Little Round Top,42.5312,-122.6917,
09/06/13,Oregon,Riddle Bros Ranch,42.6356,-118.7686,
09/06/13,Utah,Davis,37.34,-113.2472,
09/06/13,Montana,WARMAN,45.2055,-107.904,Natural /Lightning 
09/06/13,Idaho,Hawley,44.11014,-113.3408,
09/06/13,Wyoming,Pronghorn,43.6456,-110.6281,Natural /Lightning 
09/06/13,Oregon,3265,43.5011,-118.4353,
09/06/13,Wyoming,Carper,41.52128,-109.32543,
09/06/13,Montana,HOPE FIRE,45.4311,-107.1028,Natural /Lightning 
09/06/13,Montana,SHAVINGS CREEK,45.4333,-107.3254,Natural /Lightning 
09/06/13,Nevada,CCFD 7,36.165,-115.3764,
09/06/13,Montana,EAST FORK III,45.5636,-108.2707,Natural /Lightning 
09/06/13,Oklahoma,Crum Creek Loop,34.5208,-95.4958,Human/Incendiary /Slash Burning 
09/06/13,New Mexico,TRACTOR FIRE,33.84694444,-106.8641667,Human/Accidental/Industrial
09/07/13,Nevada,Oxbo,37.6533,-114.4625,
09/07/13,California,Lost Fire,40.562039,-121.516537,Human/Campfire /Cooking/warming 
09/07/13,South Dakota,Explorer,44.00969,-99.45397,Natural /Other/ known 
09/07/13,Idaho,HILL,44.0154,-116.06902,
09/07/13,California,CRASH,34.63875,-117.15736,Human/Campfire /Cooking/warming 
09/07/13,Montana,MEADOW  CREEK,45.7725,-107.3362,Natural /Lightning 
09/07/13,Florida,Blitz,26.02,-81.0089,Human/Miscellaneous /Other/ unknown 
09/07/13,Montana,Anderson,47.404083,-107.849317,
09/07/13,California,Sutro,37.7781,-122.5094,Human/Campfire /Other/ unknown 
09/07/13,Utah,North Cherry Creek,39.7847,-112.3292,
09/07/13,Montana,Finey,47.291133,-107.691533,
09/07/13,Wyoming,Pony Fire,41.00938,-107.25763,
09/07/13,Utah,Clover,40.3517,-112.553903,
09/07/13,Utah,Victory,40.33955,-112.56349,
09/07/13,Colorado,Drift Boat,39.8908,-106.7555,
09/07/13,North Dakota,SALLY,47.9803,-99.0006,Human/Incendiary /Recurrent 
09/07/13,Washington,Hudnut,48.15947,-119.07822,Natural /Lightning 
09/07/13,Utah,Baker,37.3747,-113.63,
09/07/13,Colorado,Burns,38.1447,-108.3628,
09/07/13,Wyoming,Cedar Ridge,42.70219,-108.54894,
09/07/13,Wyoming,Hidden,42.74372,-108.58761,
09/07/13,Colorado,North Star,38.42413,-108.81285,
09/07/13,Colorado,HWY 139,39.5283,-108.7814,
09/07/13,Utah,South Maple,39.8436,-112.3331,
09/07/13,California,Sycmore,36.02603,-118.79711,Human/Incendiary /Other/ unknown 
09/08/13,Oregon,795,44.0747,-121.1878,Human/Miscellaneous /Other/ known 
09/08/13,Nevada,Water Canyon 14,40.9225,-117.66,Human/Campfire /Other/ unknown 
09/08/13,Washington,White Creek,46.03319,-121.14205,Natural /Lightning 
09/08/13,Montana,Muddy Creek 2,45.48864,-106.80317,Natural /Lightning 
09/08/13,Montana,MARY SPRING,47.8414,-114.3853,Natural /Lightning 
09/08/13,Wyoming,MUDDY MOUNTAIN,42.6731,-106.3331,
09/08/13,Idaho,Deer Creek,43.4156,-114.6881,
09/08/13,Colorado,Ignacio Peak,37.119394,-107.62579,Natural /Lightning 
09/08/13,Oregon,Hildebrand,42.2622,-121.5164,Human/Fire Use /Burning Dump 
09/09/13,California,Long,33.95506,-116.45258,Human/Equipment /Vehicle 
09/09/13,Nevada,McGee,40.5447,-118.1967,Human/Equipment /Other/ known 
09/09/13,Washington,Imus Park,48.3117,-120.6561,Human/Equipment /Exhaust 
09/09/13,California,CLOVER,40.4919,-122.4994,Human/Miscellaneous /Other/ unknown 
09/09/13,Oregon,Redwood Hwy 7910,42.3831,-123.4692,Human/Miscellaneous /Other/ unknown 
09/09/13,New Mexico,Repeater,36.99491,-108.29691,Natural /Lightning 
09/09/13,Washington,Roaring Creek,48.46664,-118.92578,Natural /Lightning 
09/09/13,South Dakota,Guppy,43.00103,-102.55147,Human/Fire Use /Land Clearing 
09/09/13,Montana,BEAR CREEK,47.9238,-106.2888,Natural
09/09/13,Washington,North Star,48.3233,-118.98294,Natural /Lightning 
09/09/13,Indiana,Alder,41.70053,-86.95986,Natural /Other/ known 
09/09/13,New Mexico,Holly,36.9872,-107.485,
09/09/13,Montana,BEAR CREEK,45.1352,-107.1695,Natural /Lightning 
09/09/13,Wyoming,Twin Buttes,43.6356,-108.0847,
09/09/13,Nevada,Cobalt,37.6881,-114.5197,
09/09/13,Wyoming,Vopats,44.87875,-108.07089,
09/09/13,Washington,Ft. Simcoe Rd.,46.3453,-120.78595,Human/Miscellaneous /Other/ unknown 
09/10/13,California,Campbell Field # 3,41.0264,-123.6675,Human/Incendiary /Recurrent 
09/10/13,Oregon,Rancheria Road,42.5403,-122.5267,Human/Equipment /Exhaust 
09/10/13,California,Summit,32.62125,-116.74544,Human/Miscellaneous /Other/ unknown 
09/10/13,Montana,DUMPS,45.4272,-108.574,Human/Incendiary /Trash Burning 
09/10/13,North Dakota,RUSTAD,47.8028,-102.0506,Natural /Other/ unknown 
09/10/13,California,SWASEY SHU,40.5519,-122.4753,Human/Miscellaneous /Other/ unknown 
09/10/13,Washington,Lost Horse,46.35564,-121.0132,Natural /Lightning 
09/10/13,Idaho,Junction,43.6081,-113.1806,Human/Equipment /Vehicle 
09/10/13,Oregon,Fish Hatchery,42.5389,-122.5486,Human/Smoking /Smoking 
09/10/13,Alaska,Billy Lake,62.39508,-144.73775,Natural /Lightning 
09/10/13,California,Hopper,39.8256,-123.2611,Human/Fire Use /Field Burning 
09/11/13,California,Veg Fire,39.7972,-123.2628,Human/Incendiary /Other/ unknown 
09/11/13,Oregon,Galice Road 2296,42.5217,-123.4583,Human/Miscellaneous /Other/ unknown 
09/11/13,California,Charlotte Creek,36.783,-118.48,Human/Incendiary /Trash Burning 
09/11/13,California,Summitt Fire,40.48349,-121.41918,Human/Miscellaneous /Other/ unknown 
09/11/13,Oregon,Grouse,42.99119,-122.1316,Human/Campfire /Cooking/warming 
09/11/13,Virginia,Coke Oven,36.6605,-83.5044,Human
09/11/13,Oklahoma,Moss,36.4047,-96.3658,Human/Incendiary /Trash Burning 
09/11/13,Washington,South Twin II,48.25881,-118.37672,Human/Miscellaneous /Other/ unknown 
09/11/13,California,FEENY,40.7203,-122.7056,Human/Miscellaneous /Other/ known 
09/11/13,Nevada,LOOP,39.73828,-119.73025,Human/Campfire /Cooking/warming 
09/11/13,California,Willow Creek,36.43483,-118.46367,Natural /Lightning 
09/11/13,Idaho,HWY46 MM123,43.0867,-114.6814,Human/Miscellaneous /Other/ unknown 
09/11/13,Massachusetts,Fox Wildfire,42.0314,-70.0622,Human/Equipment /Power Line 
09/11/13,South Dakota,Fast Dog,43.32356,-100.88175,Human/Incendiary /Field Burning 
09/11/13,California,Montara,37.5497,-122.498,Human/Incendiary /Other/ unknown 
09/11/13,Washington,Garden Island,48.1022,-124.6142,Human/Campfire /Cooking/warming 
09/11/13,California,Surber,41.0228,-123.65,Human/Incendiary /Recurrent 
09/11/13,South Dakota,Tramp,43.03036,-102.55819,Human/Fire Use /Land Clearing 
09/12/13,California,Ranger,41.1278,-123.7928,Human/Incendiary /Recurrent 
09/12/13,California,Cliff,36.49276,-118.61229,Human/Incendiary /Trash Burning 
09/12/13,North Dakota,Big Bottle,46.05231,-100.67669,Human/Miscellaneous /Other/ unknown 
09/12/13,South Dakota,Over Load,43.03247,-102.55283,Human/Miscellaneous /Other/ unknown 
09/12/13,Minnesota,RED LAKE 258,47.8717,-94.9703,Human/Juveniles /Ignition Devices 
09/12/13,Montana,TRESTLE,47.1733,-114.1022,Human/Campfire /Cooking/warming 
09/13/13,California,Hostler #3,41.0756,-123.6778,Human/Incendiary /Recurrent 
09/13/13,California,Campbell #4,41.0258,-123.6697,Human/Incendiary /Slash Burning 
09/13/13,Oregon,Hunter Lookout,45.14597,-122.35992,Human/Campfire /Other/ known 
09/13/13,Oklahoma,Mattingly,36.6994,-96.3594,Human/Fire Use /Field Burning 
09/13/13,Arizona,I-10 & MM185,33.0167,-111.7435,Human/Miscellaneous /Other/ unknown 
09/13/13,Oregon,Bear,42.95986,-122.005,Natural /Lightning 
09/13/13,Oregon,Merlin Road 3600,42.4969,-123.3683,Human/Smoking /Smoking 
09/13/13,California,Yurok,41.5469,-124.0628,Human/Campfire /Other/ unknown 
09/13/13,California,Tunnison,40.5056,-120.5481,
09/13/13,Oregon,Porcupine,42.9764,-122.0392,Natural /Lightning 
09/13/13,South Dakota,Blaze,44.07333,-99.58372,Human/Juveniles /Other/ unknown 
09/13/13,South Dakota,Power,44.07269,-99.58319,Human/Juveniles /Other/ unknown 
09/13/13,Oregon,Old Oitz Play G.,44.75,-121.2625,Human/Incendiary /Other/ unknown 
09/14/13,Alaska,715 NOWITNA RIVER,64.86933,-154.14783,Human/Accidental
09/14/13,California,Tire,36.02394,-118.78547,Human/Incendiary /Other/ unknown 
09/14/13,Arizona,Adams,35.8358,-110.385,Human/Incendiary /Field Burning 
09/14/13,Washington,Elodorado,48.5036,-121.1181,Natural /Lightning 
09/14/13,South Dakota,IHS Turn Off,43.2564,-100.8444,Natural /Other/ unknown 
09/14/13,Oregon,TOYOTA,42.998167,-121.620167,Human/Accidental/Industrial
09/14/13,Washington,Bacon Creek,48.3578,-121.4447,Natural /Lightning 
09/14/13,Nevada,RUPERT RANCH,38.9772,-119.6014,Natural /Other/ unknown 
09/14/13,Oregon,Mill Crk. Turn Out,44.86422,-121.4214,Human/Equipment /Vehicle 
09/14/13,Montana,Taz,48.4694,-108.6897,Human/Equipment /Vehicle 
09/14/13,Alaska,717 Dulbi Slough,65.445,-156.3139,Human/Accidental/Recreation
09/15/13,Washington,Blue Mt,47.9764,-123.2886,Natural /Lightning 
09/15/13,Washington,Hoh 3,47.8592,-123.8825,Human/Campfire /Cooking/warming 
09/15/13,Washington,Horse Shoe Pit,48.30436,-118.20811,Human/Fire Use /Slash Burning 
09/15/13,California,Bunnell,37.73328,-119.46359,Natural /Lightning 
09/15/13,Montana,N CROW1,47.5769,-114.0169,Human/Campfire /Cooking/warming 
09/15/13,Montana,N CROW 2,47.5731,-114.0306,Human/Campfire /Cooking/warming 
09/15/13,Utah,Milemarker 187,38.9617,-109.7253,Human/Equipment /Vehicle 
09/15/13,Oklahoma,KIOWA-2468-68,34.9461,-98.345,Human/Incendiary /Slash Burning 
09/15/13,Washington,288 Jo Jo Rd.,46.04868,-120.37904,Human/Miscellaneous /Other/ unknown 
09/15/13,Utah,Nail,37.7683,-113.1722,Human/Campfire /Other/ unknown 
09/15/13,Oregon,0813 MCDONALDS FERRY,45.6275,-120.4458,
09/15/13,Montana,701,48.55342,-113.01881,Human/Juveniles /Fireworks/ Adult 
09/15/13,Washington,James,48.10064,-118.69525,Human/Equipment /Power Line 
09/16/13,South Dakota,Norris Truck,43.47233,-101.198,Natural /Other/ unknown 
09/16/13,South Dakota,10-80 ST,43.14383,-100.899183,Natural /Other/ unknown 
09/16/13,Tennessee,Old Spring,35.5144,-87.4558,Human/Campfire /Cooking/warming 
09/16/13,Washington,Lawson Flats,48.14486,-118.25442,Natural /Lightning 
09/16/13,Colorado,Plug,40.2664,-108.9683,
09/16/13,Texas,Freedom Fighter,30.47015,-94.346603,Human/Campfire /Other/ unknown 
09/16/13,South Dakota,Woody 2,45.0578,-101.5907,Human/Incendiary /Other/ unknown 
09/16/13,Washington,Chimney Canyon,48.30114,-118.84172,Natural /Lightning 
09/16/13,California,Interstate,33.69982,-116.07669,Human/Equipment /Vehicle 
09/16/13,Idaho,WILBURN,44.23495,-116.62976,
09/16/13,Oregon,RIFFLE,42.3866,-119.7201,Undetermined
09/16/13,Oregon,Illinois River Rd 12,42.2811,-123.6508,Human/Smoking /Smoking 
09/17/13,California,Shoemaker # 5,41.0258,-123.6622,Human/Incendiary /Recurrent 
09/17/13,California,Yurok,41.2681,-123.7833,Human/Equipment /Other/ unknown 
09/17/13,California,Yurok,41.2536,-123.7728,Human/Equipment /Other/ unknown 
09/17/13,Oregon,Little Chinquapin,42.1503,-122.3678,
09/17/13,California,Yurok,41.2772,-123.8144,Human/Equipment /Other/ unknown 
09/17/13,North Dakota,164,47.9561,-98.7915,Human/Incendiary /Recurrent 
09/17/13,Oregon,Copco 1,42.0392,-122.3375,
09/17/13,Montana,Reservation,45.6694,-106.4169,Natural /Other/ known 
09/17/13,California,Requa,41.549283,-124.083514,Human/Campfire /Other/ unknown 
09/17/13,Montana,RED ROCKS FIRE,44.61306,-111.65293,Natural
09/17/13,Idaho,Bannock Peak,42.6031,-112.7131,Natural /Lightning 
09/17/13,Utah,Eagle,40.266497,-111.972297,
09/17/13,Montana,Mill Point,45.251517,-113.0788,
09/17/13,Wyoming,Shoshone,44.3539,-110.813,Natural /Lightning 
09/17/13,Washington,Lawson Flats II,48.14281,-118.21808,Natural /Lightning 
09/17/13,Idaho,Cedar Creek,43.191783,-111.97635,
